"lang"
{
	"Language"		"English"
		"augment_DOTA_Tooltip_ability_pudge_flesh_heap_damage_block"				"Damage Block"
		"augment_DOTA_Tooltip_ability_pudge_meat_hook_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_pudge_meat_hook_damage"				"Damage"
		"augment_DOTA_Tooltip_ability_pudge_rot_rot_damage"				"Rot Damage"
		"augment_DOTA_Tooltip_ability_pudge_rot_rot_radius"				"Rot Radius"
		"augment_DOTA_Tooltip_ability_pugna_decrepify_bonus_heal_amp_pct_allies"				"Bonus Heal Amp Pct Allies"
		"augment_DOTA_Tooltip_ability_pugna_decrepify_bonus_spell_damage_pct"				"Bonus Spell Damage Pct"
		"augment_DOTA_Tooltip_ability_pugna_decrepify_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_pugna_life_drain_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_pugna_life_drain_health_drain"				"Health Drain"
		"augment_DOTA_Tooltip_ability_pugna_nether_blast_blast_damage"				"Blast Damage"
		"augment_DOTA_Tooltip_ability_pugna_nether_blast_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_pugna_nether_blast_delay"				"Delay"
		"augment_DOTA_Tooltip_ability_pugna_nether_blast_radius"				"Radius"
		"augment_DOTA_Tooltip_ability_pugna_nether_ward_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_pugna_nether_ward_mana_multiplier"				"Mana Multiplier"
		"augment_DOTA_Tooltip_ability_queenofpain_blink_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_queenofpain_scream_of_pain_area_of_effect"				"Area Of Effect"
		"augment_DOTA_Tooltip_ability_queenofpain_scream_of_pain_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_queenofpain_scream_of_pain_damage"				"Damage"
		"augment_DOTA_Tooltip_ability_queenofpain_shadow_strike_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_queenofpain_shadow_strike_strike_damage"				"Strike Damage"
		"augment_DOTA_Tooltip_ability_queenofpain_sonic_wave_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_queenofpain_sonic_wave_damage"				"Damage"
		"augment_DOTA_Tooltip_ability_queenofpain_sonic_wave_final_aoe"				"Final Aoe"
		"augment_DOTA_Tooltip_ability_rattletrap_battery_assault_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_rattletrap_battery_assault_damage"				"Damage"
		"augment_DOTA_Tooltip_ability_rattletrap_battery_assault_radius"				"Radius"
		"augment_DOTA_Tooltip_ability_rattletrap_hookshot_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_rattletrap_hookshot_damage"				"Damage"
		"augment_DOTA_Tooltip_ability_rattletrap_power_cogs_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_rattletrap_power_cogs_damage"				"Damage"
		"augment_DOTA_Tooltip_ability_rattletrap_rocket_flare_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_rattletrap_rocket_flare_damage"				"Damage"
		"augment_DOTA_Tooltip_ability_razor_eye_of_the_storm_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_razor_eye_of_the_storm_damage"				"Damage"
		"augment_DOTA_Tooltip_ability_razor_eye_of_the_storm_radius"				"Radius"
		"augment_DOTA_Tooltip_ability_razor_eye_of_the_storm_strike_interval"				"Strike Interval"
		"augment_DOTA_Tooltip_ability_razor_plasma_field_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_razor_plasma_field_damage_max"				"Damage Max"
		"augment_DOTA_Tooltip_ability_razor_plasma_field_radius"				"Radius"
		"augment_DOTA_Tooltip_ability_razor_static_link_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_razor_static_link_drain_length"				"Drain Length"
		"augment_DOTA_Tooltip_ability_razor_static_link_drain_rate"				"Drain Rate"
		"augment_DOTA_Tooltip_ability_razor_storm_surge_strike_damage"				"Strike Damage"
		"augment_DOTA_Tooltip_ability_razor_storm_surge_strike_pct_chance"				"Strike Pct Chance"
		"augment_DOTA_Tooltip_ability_riki_backstab_fade_delay"				"Fade Delay"
		"augment_DOTA_Tooltip_ability_riki_blink_strike_bonus_damage"				"Bonus Damage"
		"augment_DOTA_Tooltip_ability_riki_blink_strike_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_riki_blink_strike_slow"				"Slow"
		"augment_DOTA_Tooltip_ability_riki_innate_backstab_damage_multiplier"				"Damage Multiplier"
		"augment_DOTA_Tooltip_ability_riki_smoke_screen_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_riki_smoke_screen_miss_rate"				"Miss Rate"
		"augment_DOTA_Tooltip_ability_riki_tricks_of_the_trade_attack_damage"				"Attack Damage"
		"augment_DOTA_Tooltip_ability_riki_tricks_of_the_trade_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_riki_tricks_of_the_trade_radius"				"Radius"
		"augment_DOTA_Tooltip_ability_ringmaster_impalement_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_ringmaster_impalement_damage_impact"				"Damage Impact"
		"augment_DOTA_Tooltip_ability_ringmaster_tame_the_beasts_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_ringmaster_tame_the_beasts_damage_min"				"Damage Min"
		"augment_DOTA_Tooltip_ability_ringmaster_tame_the_beasts_start_width"				"Start Width"
		"augment_DOTA_Tooltip_ability_ringmaster_the_box_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_ringmaster_the_box_invis_duration"				"Invis Duration"
		"augment_DOTA_Tooltip_ability_ringmaster_the_box_value"				"Value"
		"augment_DOTA_Tooltip_ability_ringmaster_wheel_aura_damage"				"Aura Damage"
		"augment_DOTA_Tooltip_ability_ringmaster_wheel_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_ringmaster_wheel_mesmerize_radius"				"Mesmerize Radius"
		"augment_DOTA_Tooltip_ability_rubick_arcane_supremacy_cast_range"				"Cast Range"
		"augment_DOTA_Tooltip_ability_rubick_arcane_supremacy_spell_amp"				"Spell Amp"
		"augment_DOTA_Tooltip_ability_rubick_fade_bolt_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_rubick_fade_bolt_damage"				"Damage"
		"augment_DOTA_Tooltip_ability_rubick_fade_bolt_damage_reduction"				"Damage Reduction"
		"augment_DOTA_Tooltip_ability_rubick_fade_bolt_jump_damage_reduction_pct"				"Jump Damage Reduction Pct"
		"augment_DOTA_Tooltip_ability_rubick_spell_steal_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_rubick_telekinesis_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_rubick_telekinesis_radius"				"Radius"
		"augment_DOTA_Tooltip_ability_sandking_burrowstrike_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_sandking_epicenter_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_sandking_epicenter_epicenter_damage"				"Epicenter Damage"
		"augment_DOTA_Tooltip_ability_sandking_epicenter_epicenter_radius_base"				"Epicenter Radius Base"
		"augment_DOTA_Tooltip_ability_sandking_sand_storm_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_sandking_sand_storm_sand_storm_damage"				"Sand Storm Damage"
		"augment_DOTA_Tooltip_ability_sandking_sand_storm_sand_storm_radius"				"Sand Storm Radius"
		"augment_DOTA_Tooltip_ability_sandking_scorpion_strike_attack_damage"				"Attack Damage"
		"augment_DOTA_Tooltip_ability_sandking_scorpion_strike_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_sandking_scorpion_strike_radius"				"Radius"
		"augment_DOTA_Tooltip_ability_satan_bloody_trade_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_satan_breath_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_satan_curse_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_satan_overpain_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_shadow_demon_demonic_purge_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_shadow_demon_demonic_purge_purge_damage"				"Purge Damage"
		"augment_DOTA_Tooltip_ability_shadow_demon_disruption_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_shadow_demon_disseminate_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_shadow_demon_disseminate_damage_reflection_pct"				"Damage Reflection Pct"
		"augment_DOTA_Tooltip_ability_shadow_demon_shadow_poison_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_shadow_demon_shadow_poison_radius"				"Radius"
		"augment_DOTA_Tooltip_ability_shadow_demon_shadow_poison_stack_damage"				"Stack Damage"
		"augment_DOTA_Tooltip_ability_shadow_shaman_ether_shock_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_shadow_shaman_ether_shock_damage"				"Damage"
		"augment_DOTA_Tooltip_ability_shadow_shaman_ether_shock_targets"				"Targets"
		"augment_DOTA_Tooltip_ability_shadow_shaman_mass_serpent_ward_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_shadow_shaman_shackles_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_shadow_shaman_shackles_total_damage"				"Total Damage"
		"augment_DOTA_Tooltip_ability_shadow_shaman_voodoo_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_shredder_chakram_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_shredder_chakram_pass_damage"				"Pass Damage"
		"augment_DOTA_Tooltip_ability_shredder_chakram_radius"				"Radius"
		"augment_DOTA_Tooltip_ability_shredder_reactive_armor_bonus_armor"				"Bonus Armor"
		"augment_DOTA_Tooltip_ability_shredder_reactive_armor_bonus_hp_regen"				"Bonus Hp Regen"
		"augment_DOTA_Tooltip_ability_shredder_timber_chain_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_shredder_timber_chain_damage"				"Damage"
		"augment_DOTA_Tooltip_ability_shredder_timber_chain_radius"				"Radius"
		"augment_DOTA_Tooltip_ability_shredder_whirling_death_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_shredder_whirling_death_whirling_damage"				"Whirling Damage"
		"augment_DOTA_Tooltip_ability_shredder_whirling_death_whirling_radius"				"Whirling Radius"
		"augment_DOTA_Tooltip_ability_silencer_curse_of_the_silent_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_silencer_curse_of_the_silent_damage"				"Damage"
		"augment_DOTA_Tooltip_ability_silencer_curse_of_the_silent_radius"				"Radius"
		"augment_DOTA_Tooltip_ability_silencer_glaives_of_wisdom_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_silencer_glaives_of_wisdom_intellect_damage_pct"				"Intellect Damage Pct"
		"augment_DOTA_Tooltip_ability_silencer_global_silence_value"				"Value"
		"augment_DOTA_Tooltip_ability_silencer_last_word_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_silencer_last_word_damage"				"Damage"
		"augment_DOTA_Tooltip_ability_silencer_last_word_int_multiplier"				"Int Multiplier"
		"augment_DOTA_Tooltip_ability_skeleton_king_bone_guard_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_skeleton_king_bone_guard_skeleton_damage_tooltip"				"Skeleton Damage Tooltip"
		"augment_DOTA_Tooltip_ability_skeleton_king_hellfire_blast_blast_dot_damage"				"Blast Dot Damage"
		"augment_DOTA_Tooltip_ability_skeleton_king_hellfire_blast_blast_dot_duration"				"Blast Dot Duration"
		"augment_DOTA_Tooltip_ability_skeleton_king_hellfire_blast_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_skeleton_king_hellfire_blast_damage"				"Damage"
		"augment_DOTA_Tooltip_ability_skeleton_king_mortal_strike_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_skeleton_king_mortal_strike_crit_mult"				"Crit Mult"
		"augment_DOTA_Tooltip_ability_skywrath_mage_ancient_seal_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_skywrath_mage_ancient_seal_resist_debuff"				"Resist Debuff"
		"augment_DOTA_Tooltip_ability_skywrath_mage_arcane_bolt_bolt_damage"				"Bolt Damage"
		"augment_DOTA_Tooltip_ability_skywrath_mage_arcane_bolt_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_skywrath_mage_concussive_shot_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_skywrath_mage_concussive_shot_damage"				"Damage"
		"augment_DOTA_Tooltip_ability_skywrath_mage_concussive_shot_slow_radius"				"Slow Radius"
		"augment_DOTA_Tooltip_ability_skywrath_mage_mystic_flare_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_skywrath_mage_mystic_flare_damage"				"Damage"
		"augment_DOTA_Tooltip_ability_skywrath_mage_mystic_flare_radius"				"Radius"
		"augment_DOTA_Tooltip_ability_slardar_amplify_damage_armor_reduction"				"Armor Reduction"
		"augment_DOTA_Tooltip_ability_slardar_amplify_damage_duration"				"Duration"
		"augment_DOTA_Tooltip_ability_slardar_bash_lua_bonus_damage"				"Bonus Damage"
		"augment_DOTA_Tooltip_ability_slardar_seaborn_sentinel_puddle_regen"				"Puddle Regen"
		"augment_DOTA_Tooltip_ability_slardar_seaborn_sentinel_river_damage_pct"				"River Damage Pct"
		"augment_DOTA_Tooltip_ability_slardar_slithereen_crush_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_slardar_slithereen_crush_crush_damage"				"Crush Damage"
		"augment_DOTA_Tooltip_ability_slardar_slithereen_crush_crush_radius"				"Crush Radius"
		"augment_DOTA_Tooltip_ability_slardar_slithereen_crush_puddle_duration"				"Puddle Duration"
		"augment_DOTA_Tooltip_ability_slardar_sprint_bonus_speed"				"Bonus Speed"
		"augment_DOTA_Tooltip_ability_slardar_sprint_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_slark_dark_pact_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_slark_dark_pact_radius"				"Radius"
		"augment_DOTA_Tooltip_ability_slark_dark_pact_total_damage"				"Total Damage"
		"augment_DOTA_Tooltip_ability_slark_pounce_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_slark_pounce_essence_stacks"				"Essence Stacks"
		"augment_DOTA_Tooltip_ability_slark_pounce_leash_duration"				"Leash Duration"
		"augment_DOTA_Tooltip_ability_slark_pounce_leash_radius"				"Leash Radius"
		"augment_DOTA_Tooltip_ability_slark_saltwater_shiv_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_slark_saltwater_shiv_regen_steal"				"Regen Steal"
		"augment_DOTA_Tooltip_ability_slark_shadow_dance_bonus_regen"				"Bonus Regen"
		"augment_DOTA_Tooltip_ability_slark_shadow_dance_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_snapfire_firesnap_cookie_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_snapfire_firesnap_cookie_impact_damage"				"Impact Damage"
		"augment_DOTA_Tooltip_ability_snapfire_firesnap_cookie_impact_radius"				"Impact Radius"
		"augment_DOTA_Tooltip_ability_snapfire_lil_shredder_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_snapfire_lil_shredder_damage"				"Damage"
		"augment_DOTA_Tooltip_ability_snapfire_mortimer_kisses_burn_damage"				"Burn Damage"
		"augment_DOTA_Tooltip_ability_snapfire_mortimer_kisses_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_snapfire_mortimer_kisses_damage_per_impact"				"Damage Per Impact"
		"augment_DOTA_Tooltip_ability_snapfire_mortimer_kisses_impact_radius"				"Impact Radius"
		"augment_DOTA_Tooltip_ability_snapfire_scatterblast_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_snapfire_scatterblast_damage"				"Damage"
		"augment_DOTA_Tooltip_ability_sniper_assassinate_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_sniper_headshot_damage"				"Damage"
		"augment_DOTA_Tooltip_ability_sniper_headshot_proc_chance"				"Proc Chance"
		"augment_DOTA_Tooltip_ability_sniper_headshot_value"				"Value"
		"augment_DOTA_Tooltip_ability_sniper_shrapnel_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_sniper_shrapnel_radius"				"Radius"
		"augment_DOTA_Tooltip_ability_sniper_shrapnel_shrapnel_damage"				"Shrapnel Damage"
		"augment_DOTA_Tooltip_ability_sniper_take_aim_active_attack_range_bonus"				"Active Attack Range Bonus"
		"augment_DOTA_Tooltip_ability_sniper_take_aim_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_spectre_dispersion_lua_max_radius"				"Max Radius"
		"augment_DOTA_Tooltip_ability_spectre_haunt_lua_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_spectre_haunt_lua_illusion_damage_incoming"				"Illusion Damage Incoming"
		"augment_DOTA_Tooltip_ability_spectre_haunt_lua_illusion_damage_outgoing"				"Illusion Damage Outgoing"
		"augment_DOTA_Tooltip_ability_spectre_shadow_step_lua_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_spectre_shadow_step_lua_tooltip_illusion_outgoing_damage"				"Tooltip Illusion Outgoing Damage"
		"augment_DOTA_Tooltip_ability_spectre_shadow_step_lua_tooltip_illusion_total_damage_incoming"				"Tooltip Illusion Total Damage Incoming"
		"augment_DOTA_Tooltip_ability_spectre_spectral_dagger_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_spectre_spectral_dagger_damage"				"Damage"
		"augment_DOTA_Tooltip_ability_spirit_breaker_bulldoze_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_spirit_breaker_bulldoze_movement_speed"				"Movement Speed"
		"augment_DOTA_Tooltip_ability_spirit_breaker_bulldoze_status_resistance"				"Status Resistance"
		"augment_DOTA_Tooltip_ability_spirit_breaker_charge_of_darkness_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_spirit_breaker_charge_of_darkness_movement_speed"				"Movement Speed"
		"augment_DOTA_Tooltip_ability_spirit_breaker_greater_bash_chance_pct"				"Chance Pct"
		"augment_DOTA_Tooltip_ability_spirit_breaker_greater_bash_damage"				"Damage"
		"augment_DOTA_Tooltip_ability_spirit_breaker_nether_strike_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_spirit_breaker_nether_strike_damage"				"Damage"
		"augment_DOTA_Tooltip_ability_storm_spirit_ball_lightning_ball_lightning_aoe"				"Ball Lightning Aoe"
		"augment_DOTA_Tooltip_ability_storm_spirit_electric_vortex_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_storm_spirit_overload_overload_aoe"				"Overload Aoe"
		"augment_DOTA_Tooltip_ability_storm_spirit_overload_overload_attack_slow"				"Overload Attack Slow"
		"augment_DOTA_Tooltip_ability_storm_spirit_overload_overload_damage"				"Overload Damage"
		"augment_DOTA_Tooltip_ability_storm_spirit_static_remnant_AbilityCastRange"				"Abilitycastrange"
		"augment_DOTA_Tooltip_ability_storm_spirit_static_remnant_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_storm_spirit_static_remnant_static_remnant_damage"				"Static Remnant Damage"
		"augment_DOTA_Tooltip_ability_storm_spirit_static_remnant_static_remnant_damage_radius"				"Static Remnant Damage Radius"
		"augment_DOTA_Tooltip_ability_sven_gods_strength_bonus_slow_resistance"				"Bonus Slow Resistance"
		"augment_DOTA_Tooltip_ability_sven_gods_strength_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_sven_gods_strength_gods_strength_damage"				"Gods Strength Damage"
		"augment_DOTA_Tooltip_ability_sven_great_cleave_great_cleave_damage"				"Great Cleave Damage"
		"augment_DOTA_Tooltip_ability_sven_storm_bolt_bolt_aoe"				"Bolt Aoe"
		"augment_DOTA_Tooltip_ability_sven_storm_bolt_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_sven_warcry_base_barrier_amount"				"Base Barrier Amount"
		"augment_DOTA_Tooltip_ability_sven_warcry_bonus_armor"				"Bonus Armor"
		"augment_DOTA_Tooltip_ability_sven_warcry_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_sven_warcry_movespeed"				"Movespeed"
		"augment_DOTA_Tooltip_ability_techies_land_mines_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_techies_land_mines_damage"				"Damage"
		"augment_DOTA_Tooltip_ability_techies_land_mines_mres_reduction"				"Mres Reduction"
		"augment_DOTA_Tooltip_ability_techies_reactive_tazer_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_techies_reactive_tazer_damage"				"Damage"
		"augment_DOTA_Tooltip_ability_techies_reactive_tazer_explosion_radius"				"Explosion Radius"
		"augment_DOTA_Tooltip_ability_techies_sticky_bomb_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_techies_sticky_bomb_damage"				"Damage"
		"augment_DOTA_Tooltip_ability_techies_sticky_bomb_radius"				"Radius"
		"augment_DOTA_Tooltip_ability_techies_suicide_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_techies_suicide_damage"				"Damage"
		"augment_DOTA_Tooltip_ability_techies_suicide_radius"				"Radius"
		"augment_DOTA_Tooltip_ability_templar_assassin_meld_bonus_armor"				"Bonus Armor"
		"augment_DOTA_Tooltip_ability_templar_assassin_meld_bonus_damage"				"Bonus Damage"
		"augment_DOTA_Tooltip_ability_templar_assassin_meld_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_templar_assassin_psi_blades_attack_spill_pct"				"Attack Spill Pct"
		"augment_DOTA_Tooltip_ability_templar_assassin_psionic_trap_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_templar_assassin_psionic_trap_trap_bonus_damage"				"Trap Bonus Damage"
		"augment_DOTA_Tooltip_ability_templar_assassin_refraction_bonus_damage"				"Bonus Damage"
		"augment_DOTA_Tooltip_ability_templar_assassin_refraction_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_templar_assassin_refraction_instances"				"Instances"
		"augment_DOTA_Tooltip_ability_terrorblade_conjure_image_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_terrorblade_metamorphosis_bonus_damage"				"Bonus Damage"
		"augment_DOTA_Tooltip_ability_terrorblade_metamorphosis_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_terrorblade_metamorphosis_tooltip_attack_range"				"Tooltip Attack Range"
		"augment_DOTA_Tooltip_ability_terrorblade_reflection_lua_attack_slow"				"Attack Slow"
		"augment_DOTA_Tooltip_ability_terrorblade_reflection_lua_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_terrorblade_reflection_lua_damage"				"Damage"
		"augment_DOTA_Tooltip_ability_terrorblade_reflection_lua_radius"				"Radius"
		"augment_DOTA_Tooltip_ability_terrorblade_sunder_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_tidehunter_anchor_smash_lua_attack_damage"				"Attack Damage"
		"augment_DOTA_Tooltip_ability_tidehunter_anchor_smash_lua_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_tidehunter_gush_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_tidehunter_gush_gush_damage"				"Gush Damage"
		"augment_DOTA_Tooltip_ability_tidehunter_gush_negative_armor"				"Negative Armor"
		"augment_DOTA_Tooltip_ability_tidehunter_kraken_shell_lua_damage_reduction"				"Damage Reduction"
		"augment_DOTA_Tooltip_ability_tidehunter_ravage_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_tidehunter_ravage_radius"				"Radius"
		"augment_DOTA_Tooltip_ability_tinker_deploy_turrets_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_tinker_deploy_turrets_missile_damage"				"Missile Damage"
		"augment_DOTA_Tooltip_ability_tinker_deploy_turrets_turret_hp"				"Turret Hp"
		"augment_DOTA_Tooltip_ability_tinker_laser_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_tinker_laser_laser_damage"				"Laser Damage"
		"augment_DOTA_Tooltip_ability_tinker_march_of_the_machines_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_tinker_march_of_the_machines_damage"				"Damage"
		"augment_DOTA_Tooltip_ability_tinker_rearm_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_tiny_avalanche_avalanche_damage"				"Avalanche Damage"
		"augment_DOTA_Tooltip_ability_tiny_avalanche_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_tiny_avalanche_radius"				"Radius"
		"augment_DOTA_Tooltip_ability_tiny_grow_attack_speed_reduction"				"Attack Speed Reduction"
		"augment_DOTA_Tooltip_ability_tiny_grow_bonus_armor"				"Bonus Armor"
		"augment_DOTA_Tooltip_ability_tiny_grow_bonus_damage"				"Bonus Damage"
		"augment_DOTA_Tooltip_ability_tiny_toss_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_tiny_toss_radius"				"Radius"
		"augment_DOTA_Tooltip_ability_tiny_toss_toss_damage"				"Toss Damage"
		"augment_DOTA_Tooltip_ability_tiny_tree_grab_bonus_damage"				"Bonus Damage"
		"augment_DOTA_Tooltip_ability_tiny_tree_grab_splash_pct"				"Splash Pct"
		"augment_DOTA_Tooltip_ability_treant_leech_seed_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_treant_leech_seed_leech_damage"				"Leech Damage"
		"augment_DOTA_Tooltip_ability_treant_leech_seed_radius"				"Radius"
		"augment_DOTA_Tooltip_ability_treant_living_armor_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_treant_living_armor_damage_block_base"				"Damage Block Base"
		"augment_DOTA_Tooltip_ability_treant_living_armor_heal_per_second"				"Heal Per Second"
		"augment_DOTA_Tooltip_ability_treant_natures_grasp_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_treant_natures_grasp_damage_per_second"				"Damage Per Second"
		"augment_DOTA_Tooltip_ability_treant_overgrowth_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_treant_overgrowth_damage"				"Damage"
