"lang"
{
	"Language"		"Russian"
		"augment_DOTA_Tooltip_ability_shadow_shaman_shackles_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_shadow_shaman_shackles_total_damage"					"Общий урон"
		"augment_DOTA_Tooltip_ability_shadow_shaman_voodoo_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_shredder_chakram_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_shredder_chakram_pass_damage"					"Урон прохода"
		"augment_DOTA_Tooltip_ability_shredder_chakram_radius"					"Радиус"
		"augment_DOTA_Tooltip_ability_shredder_reactive_armor_bonus_armor"					"Бонус броня"
		"augment_DOTA_Tooltip_ability_shredder_reactive_armor_bonus_hp_regen"					"Бонус Hp регенерация"
		"augment_DOTA_Tooltip_ability_shredder_timber_chain_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_shredder_timber_chain_damage"					"Урон"
		"augment_DOTA_Tooltip_ability_shredder_timber_chain_radius"					"Радиус"
		"augment_DOTA_Tooltip_ability_shredder_whirling_death_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_shredder_whirling_death_whirling_damage"					"Урон вращения"
		"augment_DOTA_Tooltip_ability_shredder_whirling_death_whirling_radius"					"Радиус вращения"
		"augment_DOTA_Tooltip_ability_silencer_curse_of_the_silent_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_silencer_curse_of_the_silent_damage"					"Урон"
		"augment_DOTA_Tooltip_ability_silencer_curse_of_the_silent_radius"					"Радиус"
		"augment_DOTA_Tooltip_ability_silencer_glaives_of_wisdom_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_silencer_glaives_of_wisdom_intellect_damage_pct"					"Интеллект урон %"
		"augment_DOTA_Tooltip_ability_silencer_global_silence_value"					"Значение"
		"augment_DOTA_Tooltip_ability_silencer_last_word_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_silencer_last_word_damage"					"Урон"
		"augment_DOTA_Tooltip_ability_silencer_last_word_int_multiplier"					"Множитель от интеллекта"
		"augment_DOTA_Tooltip_ability_skeleton_king_bone_guard_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_skeleton_king_bone_guard_skeleton_damage_tooltip"					"Урон скелета"
		"augment_DOTA_Tooltip_ability_skeleton_king_hellfire_blast_blast_dot_damage"					"Урон с течением времени"
		"augment_DOTA_Tooltip_ability_skeleton_king_hellfire_blast_blast_dot_duration"					"Длительность урона с течением времени"
		"augment_DOTA_Tooltip_ability_skeleton_king_hellfire_blast_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_skeleton_king_hellfire_blast_damage"					"Урон"
		"augment_DOTA_Tooltip_ability_skeleton_king_mortal_strike_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_skeleton_king_mortal_strike_crit_mult"					"Множитель крита"
		"augment_DOTA_Tooltip_ability_skywrath_mage_ancient_seal_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_skywrath_mage_ancient_seal_resist_debuff"					"Сопротивление эффектам"
		"augment_DOTA_Tooltip_ability_skywrath_mage_arcane_bolt_bolt_damage"					"Снаряд урон"
		"augment_DOTA_Tooltip_ability_skywrath_mage_arcane_bolt_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_skywrath_mage_concussive_shot_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_skywrath_mage_concussive_shot_damage"					"Урон"
		"augment_DOTA_Tooltip_ability_skywrath_mage_concussive_shot_slow_radius"					"Замедление радиус"
		"augment_DOTA_Tooltip_ability_skywrath_mage_mystic_flare_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_skywrath_mage_mystic_flare_damage"					"Урон"
		"augment_DOTA_Tooltip_ability_skywrath_mage_mystic_flare_radius"					"Радиус"
		"augment_DOTA_Tooltip_ability_slardar_amplify_damage_armor_reduction"					"Броня снижение"
		"augment_DOTA_Tooltip_ability_slardar_amplify_damage_duration"					"Длительность"
		"augment_DOTA_Tooltip_ability_slardar_bash_lua_bonus_damage"					"Бонус урон"
		"augment_DOTA_Tooltip_ability_slardar_seaborn_sentinel_puddle_regen"					"Регенерация в луже"
		"augment_DOTA_Tooltip_ability_slardar_seaborn_sentinel_river_damage_pct"					"Урон в реке, %"
		"augment_DOTA_Tooltip_ability_slardar_slithereen_crush_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_slardar_slithereen_crush_crush_damage"					"Урон способности"
		"augment_DOTA_Tooltip_ability_slardar_slithereen_crush_crush_radius"					"Радиус действия"
		"augment_DOTA_Tooltip_ability_slardar_slithereen_crush_puddle_duration"					"Длительность лужи"
		"augment_DOTA_Tooltip_ability_slardar_sprint_bonus_speed"					"Бонус скорость"
		"augment_DOTA_Tooltip_ability_slardar_sprint_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_slark_dark_pact_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_slark_dark_pact_radius"					"Радиус"
		"augment_DOTA_Tooltip_ability_slark_dark_pact_total_damage"					"Общий урон"
		"augment_DOTA_Tooltip_ability_slark_pounce_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_slark_pounce_essence_stacks"					"Заряды сущности"
		"augment_DOTA_Tooltip_ability_slark_pounce_leash_duration"					"Длительность удержания"
		"augment_DOTA_Tooltip_ability_slark_pounce_leash_radius"					"Радиус удержания"
		"augment_DOTA_Tooltip_ability_slark_saltwater_shiv_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_slark_saltwater_shiv_regen_steal"					"Регенерация кража"
		"augment_DOTA_Tooltip_ability_slark_shadow_dance_bonus_regen"					"Бонус регенерация"
		"augment_DOTA_Tooltip_ability_slark_shadow_dance_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_snapfire_firesnap_cookie_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_snapfire_firesnap_cookie_impact_damage"					"Урон при ударе"
		"augment_DOTA_Tooltip_ability_snapfire_firesnap_cookie_impact_radius"					"Радиус удара"
		"augment_DOTA_Tooltip_ability_snapfire_lil_shredder_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_snapfire_lil_shredder_damage"					"Урон"
		"augment_DOTA_Tooltip_ability_snapfire_mortimer_kisses_burn_damage"					"Ожог урон"
		"augment_DOTA_Tooltip_ability_snapfire_mortimer_kisses_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_snapfire_mortimer_kisses_damage_per_impact"					"Урон за удар"
		"augment_DOTA_Tooltip_ability_snapfire_mortimer_kisses_impact_radius"					"Радиус удара"
		"augment_DOTA_Tooltip_ability_snapfire_scatterblast_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_snapfire_scatterblast_damage"					"Урон"
		"augment_DOTA_Tooltip_ability_sniper_assassinate_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_sniper_headshot_damage"					"Урон"
		"augment_DOTA_Tooltip_ability_sniper_headshot_proc_chance"					"Прок шанс"
		"augment_DOTA_Tooltip_ability_sniper_headshot_value"					"Значение"
		"augment_DOTA_Tooltip_ability_sniper_shrapnel_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_sniper_shrapnel_radius"					"Радиус"
		"augment_DOTA_Tooltip_ability_sniper_shrapnel_shrapnel_damage"					"Урон шрапнели"
		"augment_DOTA_Tooltip_ability_sniper_take_aim_active_attack_range_bonus"					"Дополнительная дальность атаки"
		"augment_DOTA_Tooltip_ability_sniper_take_aim_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_spectre_dispersion_lua_max_radius"					"Макс радиус"
		"augment_DOTA_Tooltip_ability_spectre_haunt_lua_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_spectre_haunt_lua_illusion_damage_incoming"					"Входящий урон иллюзий"
		"augment_DOTA_Tooltip_ability_spectre_haunt_lua_illusion_damage_outgoing"					"Исходящий урон иллюзий"
		"augment_DOTA_Tooltip_ability_spectre_shadow_step_lua_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_spectre_shadow_step_lua_tooltip_illusion_outgoing_damage"					"Исходящий урон иллюзий"
		"augment_DOTA_Tooltip_ability_spectre_shadow_step_lua_tooltip_illusion_total_damage_incoming"					"Общий входящий урон иллюзий"
		"augment_DOTA_Tooltip_ability_spectre_spectral_dagger_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_spectre_spectral_dagger_damage"					"Урон"
		"augment_DOTA_Tooltip_ability_spirit_breaker_bulldoze_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_spirit_breaker_bulldoze_movement_speed"					"Передвижение скорость"
		"augment_DOTA_Tooltip_ability_spirit_breaker_bulldoze_status_resistance"					"Сопротивление эффектам"
		"augment_DOTA_Tooltip_ability_spirit_breaker_charge_of_darkness_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_spirit_breaker_charge_of_darkness_movement_speed"					"Передвижение скорость"
		"augment_DOTA_Tooltip_ability_spirit_breaker_greater_bash_chance_pct"					"Шанс %"
		"augment_DOTA_Tooltip_ability_spirit_breaker_greater_bash_damage"					"Урон"
		"augment_DOTA_Tooltip_ability_spirit_breaker_nether_strike_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_spirit_breaker_nether_strike_damage"					"Урон"
		"augment_DOTA_Tooltip_ability_storm_spirit_ball_lightning_ball_lightning_aoe"					"Радиус разряда молнии"
		"augment_DOTA_Tooltip_ability_storm_spirit_electric_vortex_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_storm_spirit_overload_overload_aoe"					"Радиус перегрузки"
		"augment_DOTA_Tooltip_ability_storm_spirit_overload_overload_attack_slow"					"Замедление атаки перегрузки"
		"augment_DOTA_Tooltip_ability_storm_spirit_overload_overload_damage"					"Урон перегрузки"
		"augment_DOTA_Tooltip_ability_storm_spirit_static_remnant_AbilityCastRange"					"Abilitycastrange"
		"augment_DOTA_Tooltip_ability_storm_spirit_static_remnant_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_storm_spirit_static_remnant_static_remnant_damage"					"Урон статического остатка"
		"augment_DOTA_Tooltip_ability_storm_spirit_static_remnant_static_remnant_damage_radius"					"Радиус урона остатка"
		"augment_DOTA_Tooltip_ability_sven_gods_strength_bonus_slow_resistance"					"Бонус замедление сопротивление"
		"augment_DOTA_Tooltip_ability_sven_gods_strength_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_sven_gods_strength_gods_strength_damage"					"Урон божественной силы"
		"augment_DOTA_Tooltip_ability_sven_great_cleave_great_cleave_damage"					"Урон рассечения"
		"augment_DOTA_Tooltip_ability_sven_storm_bolt_bolt_aoe"					"Радиус действия"
		"augment_DOTA_Tooltip_ability_sven_storm_bolt_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_sven_warcry_base_barrier_amount"					"Базовый объём барьера"
		"augment_DOTA_Tooltip_ability_sven_warcry_bonus_armor"					"Бонус броня"
		"augment_DOTA_Tooltip_ability_sven_warcry_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_sven_warcry_movespeed"					"Скорость передвижения"
		"augment_DOTA_Tooltip_ability_techies_land_mines_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_techies_land_mines_damage"					"Урон"
		"augment_DOTA_Tooltip_ability_techies_land_mines_mres_reduction"					"Снижение сопротивления магии"
		"augment_DOTA_Tooltip_ability_techies_reactive_tazer_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_techies_reactive_tazer_damage"					"Урон"
		"augment_DOTA_Tooltip_ability_techies_reactive_tazer_explosion_radius"					"Радиус взрыва"
		"augment_DOTA_Tooltip_ability_techies_sticky_bomb_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_techies_sticky_bomb_damage"					"Урон"
		"augment_DOTA_Tooltip_ability_techies_sticky_bomb_radius"					"Радиус"
		"augment_DOTA_Tooltip_ability_techies_suicide_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_techies_suicide_damage"					"Урон"
		"augment_DOTA_Tooltip_ability_techies_suicide_radius"					"Радиус"
		"augment_DOTA_Tooltip_ability_templar_assassin_meld_bonus_armor"					"Бонус броня"
		"augment_DOTA_Tooltip_ability_templar_assassin_meld_bonus_damage"					"Бонус урон"
		"augment_DOTA_Tooltip_ability_templar_assassin_meld_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_templar_assassin_psi_blades_attack_spill_pct"					"Урон по площади, %"
		"augment_DOTA_Tooltip_ability_templar_assassin_psionic_trap_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_templar_assassin_psionic_trap_trap_bonus_damage"					"Дополнительный урон ловушки"
		"augment_DOTA_Tooltip_ability_templar_assassin_refraction_bonus_damage"					"Бонус урон"
		"augment_DOTA_Tooltip_ability_templar_assassin_refraction_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_templar_assassin_refraction_instances"					"Количество применений"
		"augment_DOTA_Tooltip_ability_terrorblade_conjure_image_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_terrorblade_metamorphosis_bonus_damage"					"Бонус урон"
		"augment_DOTA_Tooltip_ability_terrorblade_metamorphosis_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_terrorblade_metamorphosis_tooltip_attack_range"					"Дальность атаки"
		"augment_DOTA_Tooltip_ability_terrorblade_reflection_lua_attack_slow"					"Атака замедление"
		"augment_DOTA_Tooltip_ability_terrorblade_reflection_lua_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_terrorblade_reflection_lua_damage"					"Урон"
		"augment_DOTA_Tooltip_ability_terrorblade_reflection_lua_radius"					"Радиус"
		"augment_DOTA_Tooltip_ability_terrorblade_sunder_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_tidehunter_anchor_smash_lua_attack_damage"					"Атака урон"
		"augment_DOTA_Tooltip_ability_tidehunter_anchor_smash_lua_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_tidehunter_gush_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_tidehunter_gush_gush_damage"					"Урон способности"
		"augment_DOTA_Tooltip_ability_tidehunter_gush_negative_armor"					"Снижение брони"
		"augment_DOTA_Tooltip_ability_tidehunter_kraken_shell_lua_damage_reduction"					"Урон снижение"
		"augment_DOTA_Tooltip_ability_tidehunter_ravage_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_tidehunter_ravage_radius"					"Радиус"
		"augment_DOTA_Tooltip_ability_tinker_deploy_turrets_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_tinker_deploy_turrets_missile_damage"					"Урон ракеты"
		"augment_DOTA_Tooltip_ability_tinker_deploy_turrets_turret_hp"					"Здоровье турели"
		"augment_DOTA_Tooltip_ability_tinker_laser_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_tinker_laser_laser_damage"					"Урон лазера"
		"augment_DOTA_Tooltip_ability_tinker_march_of_the_machines_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_tinker_march_of_the_machines_damage"					"Урон"
		"augment_DOTA_Tooltip_ability_tinker_rearm_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_tiny_avalanche_avalanche_damage"					"Урон способности"
		"augment_DOTA_Tooltip_ability_tiny_avalanche_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_tiny_avalanche_radius"					"Радиус"
		"augment_DOTA_Tooltip_ability_tiny_grow_attack_speed_reduction"					"Атака скорость снижение"
		"augment_DOTA_Tooltip_ability_tiny_grow_bonus_armor"					"Бонус броня"
		"augment_DOTA_Tooltip_ability_tiny_grow_bonus_damage"					"Бонус урон"
		"augment_DOTA_Tooltip_ability_tiny_toss_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_tiny_toss_radius"					"Радиус"
		"augment_DOTA_Tooltip_ability_tiny_toss_toss_damage"					"Урон броска"
		"augment_DOTA_Tooltip_ability_tiny_tree_grab_bonus_damage"					"Бонус урон"
		"augment_DOTA_Tooltip_ability_tiny_tree_grab_splash_pct"					"Урон разбрызгивания, %"
		"augment_DOTA_Tooltip_ability_treant_leech_seed_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_treant_leech_seed_leech_damage"					"Урон вампиризма"
		"augment_DOTA_Tooltip_ability_treant_leech_seed_radius"					"Радиус"
		"augment_DOTA_Tooltip_ability_treant_living_armor_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_treant_living_armor_damage_block_base"					"Базовый блок урона"
		"augment_DOTA_Tooltip_ability_treant_living_armor_heal_per_second"					"Лечение за секунда"
		"augment_DOTA_Tooltip_ability_treant_natures_grasp_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_treant_natures_grasp_damage_per_second"					"Урон за секунда"
		"augment_DOTA_Tooltip_ability_treant_overgrowth_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_treant_overgrowth_damage"					"Урон"
		"augment_DOTA_Tooltip_ability_treant_overgrowth_radius"					"Радиус"
		"augment_DOTA_Tooltip_ability_troll_warlord_battle_trance_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_troll_warlord_battle_trance_lifesteal"					"Вампиризм"
		"augment_DOTA_Tooltip_ability_troll_warlord_berserkers_rage_bonus_move_speed"					"Бонус скорости передвижения"
		"augment_DOTA_Tooltip_ability_troll_warlord_berserkers_rage_ensnare_chance"					"Шанс опутывания"
		"augment_DOTA_Tooltip_ability_troll_warlord_berserkers_rage_maim_damage"					"Урон калечения"
		"augment_DOTA_Tooltip_ability_troll_warlord_fervor_attack_speed"					"Атака скорость"
		"augment_DOTA_Tooltip_ability_troll_warlord_whirling_axes_ranged_axe_damage"					"Урон способности"
		"augment_DOTA_Tooltip_ability_troll_warlord_whirling_axes_ranged_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_tusk_ice_shards_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_tusk_ice_shards_shard_damage"					"Урон осколка"
		"augment_DOTA_Tooltip_ability_tusk_snowball_snowball_damage"					"Урон снежка"
		"augment_DOTA_Tooltip_ability_tusk_snowball_snowball_speed"					"Скорость снежка"
		"augment_DOTA_Tooltip_ability_tusk_tag_team_bonus_damage"					"Бонус урон"
		"augment_DOTA_Tooltip_ability_tusk_tag_team_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_tusk_walrus_punch_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_tusk_walrus_punch_crit_multiplier"					"Крит множитель"
		"augment_DOTA_Tooltip_ability_undying_decay_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_undying_decay_decay_damage"					"Урон распада"
		"augment_DOTA_Tooltip_ability_undying_decay_radius"					"Радиус"
		"augment_DOTA_Tooltip_ability_undying_decay_str_steal"					"Похищение силы"
		"augment_DOTA_Tooltip_ability_undying_flesh_golem_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_undying_flesh_golem_damage_amp"					"Урон амплификация"
		"augment_DOTA_Tooltip_ability_undying_flesh_golem_str_percentage"					"Сила, %"
		"augment_DOTA_Tooltip_ability_undying_soul_rip_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_undying_soul_rip_damage_per_unit"					"Урон за единицу"
		"augment_DOTA_Tooltip_ability_undying_soul_rip_max_units"					"Максимум целей"
		"augment_DOTA_Tooltip_ability_undying_tombstone_lua_base_damage"					"Базовый урон"
		"augment_DOTA_Tooltip_ability_undying_tombstone_lua_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_undying_tombstone_lua_proc_interval"					"Прок интервал"
		"augment_DOTA_Tooltip_ability_ursa_earthshock_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_ursa_earthshock_shock_radius"					"Радиус разряда"
		"augment_DOTA_Tooltip_ability_ursa_enrage_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_ursa_enrage_damage_reduction"					"Урон снижение"
		"augment_DOTA_Tooltip_ability_ursa_enrage_status_resistance"					"Сопротивление эффектам"
		"augment_DOTA_Tooltip_ability_ursa_fury_swipes_bonus_reset_time"					"Время сброса"
		"augment_DOTA_Tooltip_ability_ursa_fury_swipes_damage_per_stack"					"Урон за стак"
		"augment_DOTA_Tooltip_ability_ursa_overpower_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_ursa_overpower_slow_resist"					"Сопротивление замедлению"
		"augment_DOTA_Tooltip_ability_vengefulspirit_command_aura_aura_radius"					"Радиус ауры"
		"augment_DOTA_Tooltip_ability_vengefulspirit_command_aura_bonus_base_damage"					"Бонус базовый урон"
		"augment_DOTA_Tooltip_ability_vengefulspirit_magic_missile_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_vengefulspirit_magic_missile_magic_missile_damage"					"Урон магической ракеты"
		"augment_DOTA_Tooltip_ability_vengefulspirit_nether_swap_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_vengefulspirit_nether_swap_damage"					"Урон"
		"augment_DOTA_Tooltip_ability_vengefulspirit_nether_swap_damage_reduction_duration"					"Урон снижение длительность"
		"augment_DOTA_Tooltip_ability_vengefulspirit_wave_of_terror_armor_reduction"					"Броня снижение"
		"augment_DOTA_Tooltip_ability_vengefulspirit_wave_of_terror_attack_reduction"					"Атака снижение"
		"augment_DOTA_Tooltip_ability_vengefulspirit_wave_of_terror_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_venomancer_noxious_plague_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_venomancer_noxious_plague_debuff_radius"					"Радиус эффекта"
		"augment_DOTA_Tooltip_ability_venomancer_noxious_plague_impact_damage"					"Урон при ударе"
		"augment_DOTA_Tooltip_ability_venomancer_plague_ward_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_venomancer_plague_ward_ward_damage_custom"					"Урон варда"
		"augment_DOTA_Tooltip_ability_venomancer_plague_ward_ward_hp_custom"					"Здоровье варда"
		"augment_DOTA_Tooltip_ability_venomancer_poison_sting_damage"					"Урон"
		"augment_DOTA_Tooltip_ability_venomancer_snakebite_base_damage"					"Базовый урон"
		"augment_DOTA_Tooltip_ability_venomancer_snakebite_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_venomancer_venomous_gale_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_venomancer_venomous_gale_strike_damage"					"Удар урон"
		"augment_DOTA_Tooltip_ability_viper_corrosive_skin_bonus_attack_speed"					"Бонус атака скорость"
		"augment_DOTA_Tooltip_ability_viper_corrosive_skin_bonus_magic_resistance"					"Бонус магический сопротивление"
		"augment_DOTA_Tooltip_ability_viper_corrosive_skin_damage"					"Урон"
		"augment_DOTA_Tooltip_ability_viper_corrosive_skin_duration"					"Длительность"
		"augment_DOTA_Tooltip_ability_viper_nethertoxin_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_viper_nethertoxin_max_damage"					"Макс урон"
		"augment_DOTA_Tooltip_ability_viper_nethertoxin_radius"					"Радиус"
		"augment_DOTA_Tooltip_ability_viper_poison_attack_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_viper_poison_attack_damage"					"Урон"
		"augment_DOTA_Tooltip_ability_viper_poison_attack_max_stacks"					"Макс стаки"
		"augment_DOTA_Tooltip_ability_viper_viper_strike_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_viper_viper_strike_damage"					"Урон"
		"augment_DOTA_Tooltip_ability_viper_viper_strike_duration"					"Длительность"
		"augment_DOTA_Tooltip_ability_visage_grave_chill_attackspeed_bonus"					"Бонус скорости атаки"
		"augment_DOTA_Tooltip_ability_visage_grave_chill_chill_duration"					"Длительность замедления"
		"augment_DOTA_Tooltip_ability_visage_grave_chill_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_visage_gravekeepers_cloak_max_layers"					"Максимум слоёв"
		"augment_DOTA_Tooltip_ability_visage_gravekeepers_cloak_recovery_time"					"Восстановление время"
		"augment_DOTA_Tooltip_ability_visage_soul_assumption_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_visage_soul_assumption_soul_charge_damage"					"Душа заряд урон"
		"augment_DOTA_Tooltip_ability_visage_soul_assumption_stack_duration"					"Стак длительность"
		"augment_DOTA_Tooltip_ability_visage_summon_familiars_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_visage_summon_familiars_familiar_attack_damage"					"Урон атаки фамильяра"
		"augment_DOTA_Tooltip_ability_visage_summon_familiars_familiar_hp"					"Здоровье фамильяра"
		"augment_DOTA_Tooltip_ability_void_spirit_aether_remnant_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_void_spirit_aether_remnant_impact_damage"					"Урон при ударе"
		"augment_DOTA_Tooltip_ability_void_spirit_aether_remnant_remnant_watch_distance"					"Дальность наблюдения остатка"
		"augment_DOTA_Tooltip_ability_void_spirit_astral_step_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_void_spirit_astral_step_pop_damage"					"Урон вспышки"
		"augment_DOTA_Tooltip_ability_void_spirit_dissimilate_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_void_spirit_resonant_pulse_base_absorb_amount"					"Базовый объём поглощения"
		"augment_DOTA_Tooltip_ability_void_spirit_resonant_pulse_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_void_spirit_resonant_pulse_damage"					"Урон"
		"augment_DOTA_Tooltip_ability_void_spirit_resonant_pulse_radius"					"Радиус"
		"augment_DOTA_Tooltip_ability_warlock_fatal_bonds_lua_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_warlock_fatal_bonds_lua_damage_share_percentage"					"Доля разделяемого урона, %"
		"augment_DOTA_Tooltip_ability_warlock_fatal_bonds_lua_search_aoe"					"Радиус поиска"
		"augment_DOTA_Tooltip_ability_warlock_rain_of_chaos_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_warlock_rain_of_chaos_golem_dmg"					"Урон голема"
		"augment_DOTA_Tooltip_ability_warlock_rain_of_chaos_golem_hp"					"Здоровье голема"
		"augment_DOTA_Tooltip_ability_warlock_shadow_word_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_warlock_shadow_word_damage"					"Урон"
		"augment_DOTA_Tooltip_ability_warlock_shadow_word_spell_aoe"					"Радиус способности"
		"augment_DOTA_Tooltip_ability_warlock_upheaval_aoe"					"Радиус действия"
