"lang"
{
	"Language"		"English"
"DOTA_Tooltip_Ability_item_mozaius_blade_note0"						"Mozaius Attack applies attack modifiers."
"DOTA_Tooltip_Ability_item_mozaius_blade_lore"						"Blade of the Archemage that was hardened in a thousand battles now full of void power and ready to cut soul and flesh of him enemies."
"DOTA_Tooltip_Ability_item_mozaius_blade_bonus_damage"				"+$damage"
"DOTA_Tooltip_Ability_item_mozaius_blade_bonus_as"					"+$attack"
"DOTA_Tooltip_Ability_item_mozaius_blade_bonus_stats"				"+$all"
"DOTA_Tooltip_Ability_item_mozaius_blade_bonus_hp"					"+$health"
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\mozaius_blade.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\mystical_sword.txt' begin 
"DOTA_Tooltip_Ability_item_mystical_sword"							"Mystical Sword"
"DOTA_Tooltip_Ability_item_mystical_sword_Description"				"<h1>Passive: Lesser Maim</h1> With every attack owner has chance %maim_chance%%  to apply a maim to enemy that deal %maim_damage% magical damage and slow attack speed for %maim_decrease_as% and movespeed for %maim_decrease_ms%%."
"DOTA_Tooltip_Ability_item_mystical_sword_lore"						"By old legens that swords was created from soul archemage that name was forgotten, but him soul continues to seal death and destructions."
"DOTA_Tooltip_Ability_item_mystical_sword_bonus_damage"				"+$damage"
"DOTA_Tooltip_Ability_item_mystical_sword_bonus_as"					"+$attack"
"DOTA_Tooltip_Ability_item_mystical_sword_bonus_agi"				"+$agi"
"DOTA_Tooltip_Ability_item_mystical_sword_Note0"					"Damage from Lesser Maim doesn't work on illusions."
"DOTA_Tooltip_modifier_mystical_sword_debuff"						"Lesser Maim"
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\mystical_sword.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\nullifier.txt' begin 
"DOTA_Tooltip_Ability_item_recipe_nullifier_2"				"Nullifier Recipe"
"DOTA_Tooltip_Ability_item_nullifier_2"				"Nullifier"
"DOTA_Tooltip_ability_item_nullifier_2_Description"                     "<h1>Active: Nullify</h1> Dispels the target and applies a debuff for %mute_duration% seconds. Continuously dispels the target. Anytime the target is attacked, it will be slowed by %slow_pct%%% for %slow_interval_duration% seconds.<br><br>Dispel Type: <span class=\"GameplayValues GameplayVariable\">Basic Dispel</span>"		
"DOTA_Tooltip_ability_item_nullifier_2_lore"                     "A dangerous weapon pilfered from an inverse dimension."		
"DOTA_Tooltip_ability_item_nullifier_2_bonus_damage"					"+$damage"
"DOTA_Tooltip_ability_item_nullifier_2_bonus_armor"				"+$armor"
"DOTA_Tooltip_ability_item_nullifier_2_bonus_regen"				"+$hp_regen"

"DOTA_Tooltip_modifier_item_nullifier_2_mute" 						"Nullifier"
"DOTA_Tooltip_modifier_item_nullifier_2_mute_Description" 			"The target is being constantly dispelled. Anytime the target is attacked, it will be slowed."
"DOTA_Tooltip_modifier_item_nullifier_2_slow"							"Nullifier Slow"
"DOTA_Tooltip_modifier_item_nullifier_2_slow_Description"				"Slowed by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%"
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\nullifier.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\octarine_core.txt' begin 
"DOTA_Tooltip_Ability_item_octarine_core_2"						"Octarine Core"
"DOTA_Tooltip_ability_item_octarine_core_2_Lore"				"At the core of spellcraft are spectrums only the very gifted can sense."
"DOTA_Tooltip_ability_item_octarine_core_2_bonus_cooldown"		"%COOLDOWN REDUCTION:"
"DOTA_Tooltip_ability_item_octarine_core_2_bonus_mana_regen"	"%+$mana_regen"
"DOTA_Tooltip_ability_item_octarine_core_2_bonus_health_regen"	"+$hp_regen"
"DOTA_Tooltip_ability_item_octarine_core_2_bonus_mana"			"+$mana"
"DOTA_Tooltip_ability_item_octarine_core_2_bonus_health"		"+$health"
"DOTA_Tooltip_ability_item_octarine_core_2_bonus_intelligence"	"+$int"
"DOTA_Tooltip_ability_item_octarine_core_2_Description"			"Use: Plants an Observer Ward, an invisible watcher that gives vision of its surrounding area to your team. Lasts 12 minutes.\n\n<h1>Passive: Cooldown Reduction</h1> Reduces the cooldown time of all spells and items by %bonus_cooldown%%%.\n<h1>Passive: Ultimate Upgrade</h1> Upgrades the ultimate, and some abilities, of certain heroes."
"DOTA_Tooltip_ability_item_octarine_core_2_bonus_str"			"+$str"
"DOTA_Tooltip_ability_item_octarine_core_2_bonus_agi"			"+$agi"
"DOTA_Tooltip_Ability_item_octarine_core_2_duration_tooltip"	"DURATION(MIN):"
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\octarine_core.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\pet_hulk.txt' begin 
"DOTA_Tooltip_ability_item_pet_hulk"							"Summon Hulk"
"DOTA_Tooltip_ability_item_pet_hulk_Description"				"Summon pet Hulk to caster. Only one pet can be summoned."
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\pet_hulk.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\pet_mage.txt' begin 
"DOTA_Tooltip_ability_item_pet_mage"							"Summon Mage"
"DOTA_Tooltip_ability_item_pet_mage_Description"				"Summon pet Mage to caster. Only one pet can be summoned."

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\pet_mage.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\pet_wolf.txt' begin 
"DOTA_Tooltip_ability_item_pet_wolf"							"Summon Wolf"
"DOTA_Tooltip_ability_item_pet_wolf_Description"				"Summon pet Wolf to caster. Only one pet can be summoned."
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\pet_wolf.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\phase_boots.txt' begin 
"DOTA_Tooltip_Ability_item_phase_boots_2"							"Phase Boots"
"DOTA_Tooltip_modifier_item_phase_boots_2_active"					"Phase Boots"
"DOTA_Tooltip_modifier_item_phase_boots_2_active_Description"		"Movement speed increased by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% and allows you to move through units"
"DOTA_Tooltip_ability_item_phase_boots_2_Description"				"<h1>Active: Phase</h1> Increases your movement speed and lets you move through units.  The increased movement speed is based on whether the equipped hero is melee or ranged.\n\nFlat movement speed bonuses from multiple pairs of boots do not stack."
"DOTA_Tooltip_ability_item_phase_boots_2_Lore"						"Boots that allow the wearer to travel between the ether."
"DOTA_Tooltip_ability_item_phase_boots_2_phase_movement_speed"		"%PHASE MOVE BOOST MELEE:"
"DOTA_Tooltip_ability_item_phase_boots_2_phase_duration"			"PHASE DURATION:"
"DOTA_Tooltip_ability_item_phase_boots_2_bonus_damage"				"+$damage"
"DOTA_Tooltip_ability_item_phase_boots_2_bonus_movement_speed"		"+$move_speed"
"DOTA_Tooltip_ability_item_phase_boots_2_phase_movement_speed_range"	"%PHASE MOVE BOOST RANGED:"

"DOTA_Tooltip_Ability_item_phase_boots_3"							"Phase Boots"
"DOTA_Tooltip_modifier_item_phase_boots_3_active"					"Phase Boots"
"DOTA_Tooltip_modifier_item_phase_boots_3_active_Description"		"Movement speed increased by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% and allows you to move through units"
"DOTA_Tooltip_ability_item_phase_boots_3_Description"				"<h1>Active: Phase</h1> Increases your movement speed and lets you move through units.  The increased movement speed is based on whether the equipped hero is melee or ranged.\n\nFlat movement speed bonuses from multiple pairs of boots do not stack."
"DOTA_Tooltip_ability_item_phase_boots_3_Lore"						"Boots that allow the wearer to travel between the ether."
"DOTA_Tooltip_ability_item_phase_boots_3_phase_movement_speed"		"%PHASE MOVE BOOST MELEE:"
"DOTA_Tooltip_ability_item_phase_boots_3_phase_duration"			"PHASE DURATION:"
"DOTA_Tooltip_ability_item_phase_boots_3_bonus_damage"				"+$damage"
"DOTA_Tooltip_ability_item_phase_boots_3_bonus_movement_speed"		"+$move_speed"
"DOTA_Tooltip_ability_item_phase_boots_3_phase_movement_speed_range"	"%PHASE MOVE BOOST RANGED:"
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\phase_boots.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\plague_staff.txt' begin 
"DOTA_Tooltip_ability_item_plague_staff"									"Plague Staff"
	"DOTA_Tooltip_ability_item_plague_staff_Description"                    "<h1>Passive: Magic Crits</h1>Allows a caster to deal %magical_crit%%% magical crits with %chance%%% chance"
	"DOTA_Tooltip_ability_item_plague_staff_bonus_int"						"+$int"
	"DOTA_Tooltip_ability_item_plague_staff_bonus_agi"						"+$agi"
	"DOTA_Tooltip_ability_item_plague_staff_bonus_str"						"+$str"
	"DOTA_Tooltip_ability_item_plague_staff_bonus_armor"					"+$armor"
	"DOTA_Tooltip_ability_item_plague_staff_bonus_damage"					"+$damage"
	"DOTA_Tooltip_ability_item_plague_staff_bonus_hpregen"					"+$hp_regen"
	"DOTA_Tooltip_ability_item_plague_staff_bonus_mana"						"+$mana"
	"DOTA_Tooltip_ability_item_plague_staff_bonus_spellamp"                 "%+$spell_amp"
	"DOTA_Tooltip_ability_item_plague_staff_chance"							"%MAGICAL CRIT CHANCE:"
	"DOTA_Tooltip_ability_item_plague_staff_magical_crit"					"%MAGICAL CRIT:"
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\plague_staff.txt' end

"DOTA_Tooltip_ability_item_mage_crit"									"Mage Crit"

		"DOTA_Tooltip_ability_item_mage_crit_bonus_intellect"					"+$int"
		"DOTA_Tooltip_ability_item_mage_crit_bonus_strength"					"+$str"
		"DOTA_Tooltip_ability_item_mage_crit_bonus_agility"					"+$agi"
		"DOTA_Tooltip_ability_item_mage_crit_armor"							"+$armor"
		"DOTA_Tooltip_ability_item_mage_crit_health_regen"					"+$hp_regen"
		"DOTA_Tooltip_ability_item_mage_crit_mana_regen_amp"					"%+к усилению восстановления маны"
		"DOTA_Tooltip_ability_item_mage_crit_spell_amplify"					"%+$spell_amp"
		"DOTA_Tooltip_ability_item_mage_crit_lifesteal_amplify"				"%+к усилению вампиризма от заклинаний"

		"DOTA_Tooltip_ability_item_mage_crit_Description"						"<h1>Пассивное: Magical Crit</h1> Каждое заклинание может с вероятностью в %chance%%% нанести %spell_damage_crit%%% урона."
		"DOTA_Tooltip_ability_item_mage_crit_Lore"							"Магический меч, скованный из редких кристаллов, находит слабые места в разуме врага."

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\polar_spear.txt' begin 
"DOTA_Tooltip_ability_item_polar_spear"									"Polar Spear"
"DOTA_Tooltip_ability_item_polar_spear_Description"						"<h1>Active: Pull</h1> Pulls the target"
"DOTA_Tooltip_ability_item_polar_spear_Note0"							"Pull radius: 700, Pull speed: 40"
"DOTA_Tooltip_ability_item_polar_spear_bonus_mana"						"+$mana"
"DOTA_Tooltip_ability_item_polar_spear_bonus_hp"						"+$health"
"DOTA_Tooltip_ability_item_polar_spear_bonus_int"						"+$int"
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\polar_spear.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\possessed_sword.txt' begin 
"DOTA_Tooltip_Ability_item_possessed_sword_dummy"					"Possessed Sword"
"DOTA_Tooltip_Ability_item_possessed_sword_dummy_Description"		"<h1>Passive: True Strike</h1> Prevents your attacks from missing.\n(NOT PURCHASABLE)\n(DROPS FROM POSSESSED DEMON)"
"DOTA_Tooltip_Ability_item_possessed_sword_dummy_bonus_damage"		"+$damage"
"DOTA_Tooltip_Ability_item_possessed_sword_dummy_bonus_aspeed"		"+$attack"

"DOTA_Tooltip_Ability_item_possessed_sword"							"Possessed Sword"
"DOTA_Tooltip_Ability_item_possessed_sword_Description"				"<h1>Passive: True Strike</h1> Prevents your attacks from missing.\n(NOT PURCHASABLE)\n(DROPS FROM POSSESSED DEMON)"
"DOTA_Tooltip_Ability_item_possessed_sword_bonus_damage"			"+$damage"
"DOTA_Tooltip_Ability_item_possessed_sword_bonus_aspeed"			"+$attack"

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\possessed_sword.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\potion_immune.txt' begin 
"DOTA_Tooltip_Ability_item_potion_immune"							"Spell Immunity Potion"
"DOTA_Tooltip_Ability_item_potion_immune_Description"				"<h1>Active: Spell Immunity</h1> Cannot be targeted or damaged by magic."
"DOTA_Tooltip_Ability_item_potion_immune_duration"					"DURATION:"

"DOTA_Tooltip_modifier_potion_spell_immune"							"Spell Immune"
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\potion_immune.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\power_treads.txt' begin 
"DOTA_Tooltip_Ability_item_power_treads_2"							"Power Treads"
"DOTA_Tooltip_ability_item_power_treads_2_Description"				"<h1>Active: Switch Attribute</h1> Changes selected attribute between Strength, Agility and Intelligence.\n\nPower Treads can be built using a Belt of Strength, Band of Elvenskin, or a Robe of the Magi.  Flat movement speed bonuses from multiple pairs of boots do not stack, nor does the attack speed bonus from multiple Power Treads."
"DOTA_Tooltip_ability_item_power_treads_2_Lore"						"A pair of tough-skinned boots that change to meet the demands of the wearer."
"DOTA_Tooltip_ability_item_power_treads_2_bonus_movement_speed"		"%+$move_speed"
"DOTA_Tooltip_ability_item_power_treads_2_bonus_stat"				"+$selected_attrib"
"DOTA_Tooltip_ability_item_power_treads_2_bonus_attack_speed"		"+$attack"

"DOTA_Tooltip_Ability_item_power_treads_3"							"Power Treads"
"DOTA_Tooltip_ability_item_power_treads_3_Description"				"<h1>Active: Switch Attribute</h1> Changes selected attribute between Strength, Agility and Intelligence.\n\nPower Treads can be built using a Belt of Strength, Band of Elvenskin, or a Robe of the Magi.  Flat movement speed bonuses from multiple pairs of boots do not stack, nor does the attack speed bonus from multiple Power Treads."
"DOTA_Tooltip_ability_item_power_treads_3_Lore"						"A pair of tough-skinned boots that change to meet the demands of the wearer."
"DOTA_Tooltip_ability_item_power_treads_3_bonus_movement_speed"		"%+$move_speed"
"DOTA_Tooltip_ability_item_power_treads_3_bonus_stat"				"+$selected_attrib"
"DOTA_Tooltip_ability_item_power_treads_3_bonus_attack_speed"		"+$attack"
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\power_treads.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\private_courier.txt' begin 
"DOTA_Tooltip_Ability_item_pr_cour"										"Advanced Courier"
"DOTA_Tooltip_Ability_item_pr_cour_Description"							"The Advanced courier can only be controled by you, if you use the map."
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\private_courier.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\radiance.txt' begin 
"DOTA_Tooltip_Ability_item_radiance"							"Radiance"
"DOTA_Tooltip_ability_item_radiance_Lore"						"A divine weapon that causes damage and a bright burning effect that lays waste to nearby enemies."
"DOTA_Tooltip_ability_item_radiance_aura_damage"				"BURN DAMAGE PER SECOND:"
"DOTA_Tooltip_ability_item_radiance_aura_damage_stats"			"BURN DAMAGE FROM STATS:"
"DOTA_Tooltip_ability_item_radiance_Description"				"<h1>Active: Toggle Burn</h1> When active, scorches nearby enemies for %aura_damage% damage per second and blinds them, causing them to miss %blind_pct%%% of their attacks."
"DOTA_Tooltip_ability_item_radiance_bonus_damage"				"+$damage"
"DOTA_Tooltip_ability_item_radiance_blind_pct"					"%BURN MISS CHANCE:"
"DOTA_Tooltip_ability_item_radiance_aura_radius"				"BURN RADIUS:"
"DOTA_Tooltip_modifier_radiance_debuff"							"Burn Damage"
"DOTA_Tooltip_modifier_radiance_debuff_Description"				"Taking 50 damage per second, and missing %dMODIFIER_PROPERTY_MISS_PERCENTAGE%%% of all attacks."
"DOTA_Tooltip_Ability_item_radiance_inactive"					"Radiance"
"DOTA_Tooltip_ability_item_radiance_inactive_Lore"				"A divine weapon that causes damage and a bright burning effect that lays waste to nearby enemies."
"DOTA_Tooltip_ability_item_radiance_inactive_aura_damage"		"BURN DAMAGE PER SECOND:"
"DOTA_Tooltip_ability_item_radiance_inactive_aura_damage_pct"	"%BURN DAMAGE PER SECOND:"
"DOTA_Tooltip_ability_item_radiance_inactive_Description"		"<h1>Active: Toggle Burn</h1> When active, scorches nearby enemies for %aura_damage% damage per second and blinds them, causing them to miss %blind_pct%%% of their attacks."
"DOTA_Tooltip_ability_item_radiance_inactive_bonus_damage"		"+$damage"
"DOTA_Tooltip_ability_item_radiance_inactive_blind_pct"			"%BURN MISS CHANCE:"
"DOTA_Tooltip_ability_item_radiance_inactive_aura_radius"		"BURN RADIUS:"

"DOTA_Tooltip_Ability_item_radiance_2"							"Radiance"
"DOTA_Tooltip_ability_item_radiance_2_Description"						"<h1>Toggle: Burn</h1> When active, scorches enemies for %aura_damage% magical damage per second and causes them to miss %blind_pct%%% of their attacks. Deals %illusion_multiplier_pct%%% damage to illusions. Illusions deal %aura_damage_illusions% magical damage per second.<br><br>Radius: %aura_radius%"	
"DOTA_Tooltip_ability_item_radiance_2_Lore"								"A divine weapon that causes damage and a bright burning effect that lays waste to nearby enemies."
"DOTA_Tooltip_ability_item_radiance_2_bonus_damage"						"+$damage"		
//"DOTA_Tooltip_ability_item_radiance_2_aura_damage"						"BURN DAMAGE PER SECOND:"	
"DOTA_Tooltip_ability_item_radiance_2_evasion"							"%+$evasion"
//"DOTA_Tooltip_ability_item_radiance_2_aura_radius"						"BURN RADIUS:"
"DOTA_Tooltip_modifier_item_radiance_2_debuff"				"Burn Damage"
"DOTA_Tooltip_modifier_item_radiance_2_debuff_Description"	"Taking 150 damage per second, and missing %dMODIFIER_PROPERTY_MISS_PERCENTAGE%%% of attacks."

"DOTA_Tooltip_Ability_item_radiance_3"							"Radiance"
"DOTA_Tooltip_ability_item_radiance_3_Description"						"<h1>Passive: Burn</h1> When active, scorches enemies for %aura_damage% magical damage per second and causes them to miss %blind_pct%%% of their attacks.<br><br>Radius: %aura_radius%."	
"DOTA_Tooltip_ability_item_radiance_3_Lore"								"A divine weapon that causes damage and a bright burning effect that lays waste to nearby enemies."
"DOTA_Tooltip_ability_item_radiance_3_bonus_damage"						"+$damage"
"DOTA_Tooltip_ability_item_radiance_3_primary_attr_multiplier"						"DAMAGE PER PRIMARY ATTRIBUTE:"		
//"DOTA_Tooltip_ability_item_radiance_3_aura_damage"						"BURN DAMAGE PER SECOND:"
"DOTA_Tooltip_ability_item_radiance_3_evasion"							"%+$evasion"
//"DOTA_Tooltip_ability_item_radiance_3_aura_radius"						"BURN RADIUS:"
"DOTA_Tooltip_modifier_item_radiance_3_debuff"				"Burn Damage"
"DOTA_Tooltip_modifier_item_radiance_3_debuff_Description"	"Taking 325 damage per second, and missing %dMODIFIER_PROPERTY_MISS_PERCENTAGE%%% of attacks."
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\radiance.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\rebels_sword.txt' begin 
"DOTA_Tooltip_Ability_item_rebels_sword"							"Rebels Sword"
"DOTA_Tooltip_Ability_item_rebels_sword_Description"				"<h1>Passive: Corrosive Armor</h1> Reduces the enemy armor with every hit.\n After %max_disarmor_pct%%  disarmor, next attacks will applies additional %disarmor_const% disarmor per hit."
"DOTA_Tooltip_Ability_item_rebels_sword_Lore"                       "Weapons of Burning Legion"
"DOTA_Tooltip_Ability_item_rebels_sword_bonus_damage"				"+$damage"
"DOTA_Tooltip_Ability_item_rebels_sword_bonus_all_stats"			"+$all"
"DOTA_Tooltip_Ability_item_rebels_sword_bonus_attack_speed"			"+$attack"
"DOTA_Tooltip_Ability_item_rebels_sword_disarmor"					"%DISARMOR PER HIT:"
"DOTA_Tooltip_Ability_item_rebels_sword_disarmor_const"				"DISARMOR PER HIT:"
"DOTA_Tooltip_Ability_item_rebels_sword_max_disarmor_pct"			"%MAX DISARMOR:"
"DOTA_Tooltip_Ability_item_rebels_sword_duration"					"DISARMOR DURATION:"
"DOTA_Tooltip_modifier_rebels_sword_disarmor" 						"Rebel Disarmor" 
"DOTA_Tooltip_modifier_rebels_sword_disarmor_Description"			"Armor decreased by rebels sword"
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\rebels_sword.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\recovery_orb.txt' begin 
"DOTA_Tooltip_ability_item_recovery_orb"								"Recovery Orb"
"DOTA_Tooltip_ability_item_recovery_orb_Description"					"<h1>Active: Reset Cooldowns</h1> Resets the cooldowns of all your items and abilities.\n\n <h1>Passive: Recovery</h1> With a small chance allows you after cast ability reset the 50% cooldown of this ability."
"DOTA_Tooltip_ability_item_recovery_orb_Lore"							"A powerful artifact created for wizards."
"DOTA_Tooltip_ability_item_recovery_orb_bonus_health_regen"				"+$hp_regen"
"DOTA_Tooltip_ability_item_recovery_orb_bonus_mana_regen"				"+$mana_regen"
"DOTA_Tooltip_ability_item_recovery_orb_bonus_damage"					"+$damage"
"DOTA_Tooltip_ability_item_recovery_orb_ability_chance"					"%ABILITY CHANCE:"
"DOTA_Tooltip_ability_item_recovery_orb_ultimate_chance"				"%ULTIMATE CHANCE:"
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\recovery_orb.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\restoration_bracer.txt' begin 
"DOTA_Tooltip_Ability_item_restoration_bracer"							"Restoration Bracer"
"DOTA_Tooltip_Ability_item_restoration_bracer_bonus_str"				"+$str"
"DOTA_Tooltip_Ability_item_restoration_bracer_bonus_hp_regen"			"+$hp_regen"
"DOTA_Tooltip_Ability_item_restoration_bracer_lore"						"Magical bracer of regeneration of junior druids."
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\restoration_bracer.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\rubick_dagon.txt' begin 
"DOTA_Tooltip_Ability_item_rubick_dagon"						"Rubick Dagon"
"DOTA_Tooltip_Ability_item_rubick_dagon_Description"			"<h1>Active: Dagon</h1> Emits a powerful burst of magical damage upon a targeted enemy unit. Damage depends on the intelligence of caster. "
"DOTA_Tooltip_Ability_item_rubick_dagon_bonus_int"				"+$int"
"DOTA_Tooltip_Ability_item_rubick_dagon_bonus_att"				"+$all"
"DOTA_Tooltip_Ability_item_rubick_dagon_bonus_damage"			"+$damage"
"DOTA_Tooltip_Ability_item_rubick_dagon_damage"					"DAGON DAMAGE:"
"DOTA_Tooltip_Ability_item_rubick_dagon_int_damage_pct"			"%INT TO DAMAGE:"
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\rubick_dagon.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\sacred_butterfly.txt' begin 
"DOTA_Tooltip_Ability_item_sacred_butterfly"					"Sacred Butterfly"
"DOTA_Tooltip_Ability_item_sacred_butterfly_Description"		"A Sacred weapon which provides an incredible amount of dexterity in combat."
"DOTA_Tooltip_Ability_item_sacred_butterfly_bonus_agi"			"+$agi"
"DOTA_Tooltip_Ability_item_sacred_butterfly_bonus_dmg"			"+$damage"
"DOTA_Tooltip_Ability_item_sacred_butterfly_bonus_attackspeed"	"+$attack"
"DOTA_Tooltip_Ability_item_sacred_butterfly_bonus_evasion"		"%+$evasion"
"DOTA_Tooltip_Ability_item_sacred_butterfly_bonus_mvspd_pct"	"%+$move_speed"
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\sacred_butterfly.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\sealed_rune.txt' begin 
"DOTA_Tooltip_Ability_item_sealed_rune"							"Sealed Rune"
"DOTA_Tooltip_Ability_item_sealed_rune_lore"					"Sealed elder rune which true usage is shrouded in mystery."
"DOTA_Tooltip_Ability_item_sealed_rune_bonus_damage"			"+$damage"
"DOTA_Tooltip_Ability_item_sealed_rune_bonus_as"				"+$attack"
"DOTA_Tooltip_Ability_item_sealed_rune_bonus_agi"				"+$agi"
"DOTA_Tooltip_Ability_item_sealed_rune_bonus_str"				"+$str"
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\sealed_rune.txt' end

		"DOTA_Tooltip_ability_item_shivas_guard_2" "Shiva's Guard"
		"DOTA_Tooltip_ability_item_shivas_guard_2_Description"					"<h1>Active: Arctic Blast</h1> Emits a freezing wave that deals %blast_damage% magical damage to enemies and slows their movement by %blast_movement_speed%%% for %blast_debuff_duration% seconds. Deals %illusion_multiplier_pct%%% damage to illusions.<br><br>Radius: %blast_radius%\n\n<h1>Passive: Freezing Aura</h1> Reduces the attack speed of all enemies by %aura_attack_speed% and all heals, regeneration and lifesteal by %hp_regen_degen_aura%%%. <br><br>Radius: %aura_radius%"
		"DOTA_Tooltip_ability_item_shivas_guard_2_Lore"							"Said to have belonged to a goddess, today it retains much of its former power."
		"DOTA_Tooltip_ability_item_shivas_guard_2_Note0"							"The wave extends at a speed of %blast_speed% to a max size of %blast_radius%."
		"DOTA_Tooltip_ability_item_shivas_guard_2_Note1"							"The Arctic Blast follows its caster."
		"DOTA_Tooltip_ability_item_shivas_guard_2_Note2" 							"Multiple instances of Freezing Aura do not stack."
		"DOTA_Tooltip_ability_item_shivas_guard_2_bonus_intellect"				"+$int"
		"DOTA_Tooltip_ability_item_shivas_guard_2_bonus_armor"					"+$armor"
		//"DOTA_Tooltip_ability_item_shivas_guard_2_aura_attack_speed"				"AURA ATTACK SLOW:"
		//"DOTA_Tooltip_ability_item_shivas_guard_2_blast_damage"					"BLAST DAMAGE:"
		//"DOTA_Tooltip_ability_item_shivas_guard_2_blast_movement_speed"			"%BLAST MOVEMENT SLOW:"
		//"DOTA_Tooltip_ability_item_shivas_guard_2_blast_debuff_duration"			"BLAST SLOW DURATION:"
		//"DOTA_Tooltip_ability_item_shivas_guard_2_blast_radius"						"BLAST RADIUS:"
		
		"DOTA_Tooltip_modifier_item_shivas_guard_2_aura"				"Freezing Aura"
		"DOTA_Tooltip_modifier_item_shivas_guard_2_aura_Description"	"Attack speed reduced by %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT% and regeneration by %dMODIFIER_PROPERTY_LIFESTEAL_AMPLIFY_PERCENTAGE%%%."
		"DOTA_Tooltip_modifier_item_shivas_guard_2_blast"				"Arctic Blast"
		"DOTA_Tooltip_modifier_item_shivas_guard_2_blast_Description"	"Movement speed slowed by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\shiva.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\ru\items\slice_amulet.txt' begin 
"DOTA_Tooltip_Ability_item_slice_amulet"						"Slice of Static"
		"DOTA_Tooltip_Ability_item_slice_amulet_Description"			"Passive: Static Slice - All casts deal a precentage of damage for all enemies in a 800 range."
